CID,Gender,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Card Status
14013233,Man,500,67.6355555555556,75,499.2624,8.33,560.88,0,Active
14013234,Man,300,28.9075,45,299.93,9.37,432.29,28,Blocked by The company
14013235,Man,400,392.9,60,392.9,8.21,560.84,56,Blocked by The company
14013243,Woman,500,128.77,75,493.47,12.61,621.76,28,Blocked by The company
14013245,Man,500,62.47125,75,496.15,14.57,626.74,28,Blocked by Customer
14013247,Man,400,392.5,60,392.5,11.15,563.28,56,Blocked by The company
14013249,Woman,500,62.5681818181818,75,492.71,14.1,536.24,0,Active
14013255,Woman,700,348.75,105,697.5,22.25,743.94,0,Active
14013263,Woman,400,16.1323333333333,60,391.65,0.21,391.86,0,Active
14013272,Man,400,58.1744444444444,60,382.3,0,382.3,0,Active
14013277,Man,300,23.3733333333333,45,295.82,0,295.82,0,Active
14013279,Man,300,35.104,45,298.88,4.94,339.93,0,Active
14013284,Man,500,84.1685714285714,0,0,0,0,0,Active
14013287,Man,400,88.7318181818182,0,0,0,-5.72,0,Active
14013304,Man,400,32.5211538461538,60,396.01,6.09,402.1,0,Active
14013305,Man,300,99.9785714285714,45,300,8.81,400.31,28,Blocked by The company
14013306,Man,300,98.3733333333333,45,287.83,4.16,291.99,0,Active
14013308,Man,400,54.565,0,0,0,0,0,Active
14013310,Woman,400,59.0957142857143,60,397.26,5.36,402.62,0,Active
14013315,Woman,400,17.1541379310345,60,372.52,6.05,422.35,0,Active
14013321,Woman,300,150,45,300,7.53,399.03,28,Blocked by The company
14013325,Man,300,24.2195,45,297.84,4.71,323.16,0,Active
14013326,Man,300,54.962,45,274.81,6.9,370.06,28,Blocked by The company
14013338,Woman,400,76.457,60,394.67,10.11,434.05,0,Active
14013348,Woman,400,400,60,306.75,0,306.75,0,Active
14013349,Man,300,47.27,45,257.62,0.14,257.76,0,Active
14013350,Man,600,359.93,90,600,9.28,609.28,0,Active
14013357,Woman,300,88.985,45,163.54,0.09,163.63,0,Active
14013358,Woman,300,292.74,45,292.74,4.8,297.54,0,Active
14013362,Man,400,0,0,0,0,0,0,Active
14013368,Woman,300,30.4833333333333,45,299.7,4.7,336.68,0,Active
14013369,Man,400,35.6331818181818,60,397.15,2.97,400.12,0,Active
14013371,Woman,400,49.73625,60,397.89,7.24,419.87,0,Active
14013374,Woman,400,297.0325,60,400,5.06,405.06,0,Active
14013377,Woman,400,35.5746666666667,0,125.17,0.07,125.24,0,Active
14013378,Man,300,23.6157777777778,45,0,0,0,0,Active
14013379,Woman,300,14.5538775510204,45,299.41,3.99,303.4,0,Active
14013381,Man,300,110.101538461538,45,210.34,0,210.34,0,Active
14013382,Man,400,178.088,60,390.32,6.05,396.37,0,Active
14013384,Woman,400,120,0,0,0,-0.7,0,Active
14013389,Man,300,21.9608,45,230.42,0.12,230.54,0,Active
14013391,Man,300,272,45,272,7.01,407.44,56,Blocked by The company
14013395,Woman,300,135.788,45,258.68,4.34,295.36,0,Active
14013396,Man,300,11.8706896551724,45,299.88,9.03,423.88,28,Blocked by The company
14013400,Woman,400,0,0,0,0,0,0,Active
14013401,Man,300,68.435,45,298.76,4.59,316.84,0,Active
14013405,Man,300,42.7492857142857,45,299.42,8.25,399.1,28,Blocked by The company
14013407,Man,600,28.5788461538462,90,584.63,0,584.63,0,Active
14013408,Man,400,66.5928571428571,60,383.33,5.92,417.81,0,Active
14013414,Man,400,22.7368181818182,60,398.42,6.5,449.63,0,Active
14013417,Man,600,22.1522857142857,90,469.01,0.01,469.02,0,Active
14013423,Woman,300,28.0391666666667,0,0,0,0,0,Active
14013432,Man,400,24.898,0,0,0,0,0,Active
14013446,Woman,600,62.5471428571429,90,383.88,3.35,387.23,0,Active
14013448,Man,400,21.7845454545455,60,181.65,0,181.65,0,Active
14013449,Woman,300,227.16,45,295,4.64,331.17,0,Active
14013455,Woman,400,77.35,55.67,55.64,0.03,55.67,0,Active
14013456,Man,300,0,0,0,0,0,0,Active
14013461,Man,300,70.4655555555556,45,294.47,9.17,426.29,28,Blocked by The company
14013462,Man,400,0,0,0,0,0,0,Active
14013468,Man,400,198.925,60,397.85,8.86,567.68,56,Blocked by The company
14013469,Man,400,155.133333333333,60,398.64,6.55,447.3,0,Active
14013472,Man,500,36.831,75,0,0,0,0,Active
14013486,Man,400,22.3338775510204,60,389.76,2.14,391.9,0,Active
14013488,Man,500,33.0528571428571,75,497.36,8.08,558.56,0,Active
14013491,Woman,400,34.7738461538462,60,399.72,11.74,515.45,28,Blocked by The company
14013509,Woman,300,23.7241379310345,45,299.44,8.22,399.09,28,Blocked by The company
14013513,Woman,300,29.891,45,293.73,8.42,313.79,0,Active
14013530,Woman,500,57.0436363636364,75,493.87,7.86,556.28,0,Active
14013532,Woman,400,227.125,60,398.45,6.43,446.88,0,Active
14013534,Woman,300,37.8172222222222,45,299.34,3.68,303.02,0,Active
14013545,Man,300,29.1688888888889,45,299.15,4.47,303.62,0,Active
14013546,Man,300,25.8875,45,285.21,0,285.21,0,Active
14013551,Man,300,282.95,45,282.95,8.86,381.18,28,Blocked by The company
14013553,Woman,400,74.104,60,370.52,6.96,520.43,56,Blocked by The company
14013554,Man,500,25,50.24,50,0.24,50.24,0,Active
14013556,Woman,300,292.5,45,290.77,2.56,293.33,0,Active
14013559,Woman,500,34.6810526315789,75,493,7.56,553.75,0,Active
14013561,Man,300,148.375,0,0,0,0,0,Active
14013567,Woman,400,43.4291666666667,60,388.4,6.17,438.26,0,Active
14013568,Man,300,148.45,45,148.45,4.56,225.57,28,Blocked by The company
14013571,Man,400,260.25,60,400,5.5,405.5,0,Active
14013575,Man,400,15.5903125,60,399.68,6.64,449.75,0,Active
14013577,Man,400,16.1996428571429,60,398.5,6.64,448.07,0,Active
14013580,Man,400,45.608,60,293.57,4.04,297.61,0,Active
14013581,Woman,300,57.458,45,299.29,9,318.7,0,Active
14013584,Man,300,30.623,45,298.13,4.82,334.74,0,Active
14013585,Woman,500,91.0714285714286,75,495.71,8.2,556.81,0,Active
14013587,Man,300,74.96,45,299.84,9.45,400.77,28,Blocked by The company
14013593,Man,400,39.715,60,368.33,5.26,373.59,0,Active
14013595,Man,300,25.65,45,71.98,0.76,72.74,0,Active
14013596,Woman,300,292.5,45,251.5,4.32,287.26,0,Active
14013597,Man,300,112.5,45,296.6,4.81,333.17,0,Active
14013598,Man,500,0,0,0,0,0,0,Active
14013599,Woman,700,70.6492857142857,0.74,0.74,0,0.74,0,Active
14013600,Man,300,23.3228571428571,0,216.75,0.12,216.87,0,Active
14013601,Man,700,0,0,0,0,0,0,Active
14013605,Man,300,28.825,45,195.56,0,195.56,0,Active
14013609,Woman,300,48.2976470588235,45,290.22,2.54,292.76,0,Active
14013612,Woman,500,330.616666666667,75,498.9,7.83,506.73,0,Active
14013624,Woman,500,46.3555555555556,75,320.49,0.34,320.83,0,Active
14013634,Woman,300,67.822,45,284.73,0.3,285.03,0,Active
14013637,Man,400,54.3313793103448,60,342.28,0.11,342.39,0,Active
14013640,Woman,300,12.0059375,45,211.63,2.72,214.35,0,Active
14013641,Man,500,0,0,0,0,0,0,Active
14013644,Woman,500,72.3653846153846,0,398.33,0.22,398.55,0,Active
14013651,Man,400,15.1115384615385,60,392.09,9.49,504.59,28,Blocked by The company
14013663,Woman,500,17.671935483871,0,0,0,0,0,Active
14013664,Man,400,398.41,60,398.41,6.82,405.23,0,Active
14013665,Woman,400,23.924347826087,60,399.38,5.5,404.88,0,Active
14013667,Man,300,74.75,45,299,8.01,398.39,28,Blocked by The company
14013670,Woman,300,24.4256,45,15.65,0.01,15.66,0,Active
14013676,Woman,300,24.1185714285714,45,298.27,3.33,301.6,0,Active
14013679,Woman,500,41.4208333333333,75,497.05,13.3,626.48,28,Blocked by The company
14013684,Woman,500,69.2125,75,480,6.49,505.87,0,Active
14013687,Woman,300,28.2283333333333,45,295.77,4.49,332.21,0,Active
14013692,Man,400,27.0188888888889,0,0,0,-2.04,0,Active
14013695,Man,300,0,0,0,0,0,0,Active
14013699,Man,300,8.50261904761905,9.18,47.04,0.02,49.71,0,Active
14013700,Woman,500,63.9533333333333,75,495.78,8.34,510.73,0,Active
14013705,Woman,600,112.825714285714,90,553.67,0,553.67,0,Active
14013718,Woman,400,0,0,0,0,0,0,Active
14013720,Man,500,0,0,0,0,0,0,Active
14013721,Man,400,232.126666666667,0,0,0,-3.77,0,Active
14013723,Man,500,32.1971428571429,75,385.44,4.35,389.79,0,Active
14013725,Man,300,59.732,45,298.66,7.85,397.84,28,Blocked by The company
14013729,Woman,300,21.5227777777778,45,299.57,4.73,330.71,0,Active
14013731,Woman,500,63.5592307692308,75,458.63,4.74,463.39,0,Active
14013733,Man,500,73.95,0,0,0,0,0,Active
14013734,Man,700,156.945,105,119.11,0.06,119.17,0,Active
14013737,Man,300,22.95,23.22,22.95,0.27,23.22,0,Active
14013753,Man,300,150,45,300,6.89,398.39,28,Blocked by The company
14013755,Woman,700,0,0,0,0,0,0,Blocked by Customer
14013761,Man,400,202.5,60,394.4,6.31,400.71,0,Active
14013762,Man,400,42.695,0,0,0,0,0,Active
14013766,Man,500,45.5816666666667,34.79,0,0,0,0,Blocked by Customer
14013767,Man,300,60,45,292.44,3.04,295.48,0,Active
14013768,Man,500,35.0745454545455,75,359.92,0,359.92,0,Active
14013773,Man,400,20.848275862069,60,399.13,3.97,403.1,0,Active
14013777,Man,300,32.1115,45,298.5,1.92,300.42,0,Active
14013780,Woman,600,170.6125,90,573.95,0.93,574.88,0,Active
14013781,Man,300,27.8309090909091,45,296.86,3.03,299.89,0,Active
14013782,Man,400,93.8330769230769,60,344.99,0,344.99,0,Active
14013783,Man,300,85.7142857142857,45,300,3.91,303.91,0,Active
14013792,Man,500,15.5048387096774,75,499.1,6.35,505.45,0,Active
14013803,Man,500,23.6751428571429,75,447.21,0.01,447.22,0,Active
14013808,Man,400,0,0,0,0,0,0,Active
14013809,Man,300,21.21625,45,294.84,3.1,309,0,Active
14013812,Man,400,74.0066666666667,60,222.02,1.71,223.73,0,Active
14013814,Man,400,130.14,60,390.42,4.04,394.46,0,Active
14013815,Man,400,200,60,400,9.22,513.22,28,Blocked by The company
14013816,Woman,300,49.4316666666667,45,296.59,7.2,394.86,28,Blocked by The company
14013822,Man,400,199.725,60,399.45,4.83,404.28,0,Active
14013823,Man,700,265.733333333333,105,694.8,11,705.84,0,Active
14013827,Man,300,154.352,45,0,0,0,0,Active
14013828,Woman,300,44.1666666666667,45,294.05,4.91,298.96,0,Active
14013834,Man,300,147.5,45,295,0.67,295.67,0,Active
14013843,Man,500,27.7517857142857,75,205.15,0.11,205.26,0,Active
14013844,Man,300,149.95,45,299.9,6.87,398.26,28,Blocked by The company
14013847,Man,400,289.145,0,0,0,0,0,Active
14013850,Man,400,102.5,0,0,0,0,0,Active
14013851,Woman,400,41.26,60,193.06,2.16,195.22,0,Active
14013855,Woman,300,27.939375,45,298.15,4.12,321.03,0,Active
14013868,Man,400,15.875,10.02,0,0,0,0,Active
14013870,Man,400,21.83,60,289.28,0.16,289.44,0,Active
14013877,Man,300,85.8875,45,299.97,4.93,336.9,0,Active
14013881,Man,300,29.024347826087,45,169.66,0.1,169.76,0,Active
14013883,Woman,600,92.2395833333334,90,596.39,3.4,599.79,0,Active
14013885,Woman,300,76.9075,45,294.33,0.58,294.91,0,Active
14013887,Man,400,75.433,60,398.16,5,403.16,0,Active
14013890,Woman,400,46.789,60,397.56,5.46,403.02,0,Active
14013894,Man,700,70.226,105,246.48,0,246.48,0,Active
14013896,Woman,400,391.75,60,391.75,6.51,398.26,0,Active
14013907,Man,300,18.454,45,253.87,0,253.87,0,Active
14013908,Man,300,50.6485714285714,0,66.24,0.04,66.28,0,Active
14013910,Man,400,98.6625,0,0,0,0,0,Active
14013911,Man,300,34.942,45,299.84,4.63,323.82,0,Active
14013922,Man,300,35.53375,45,284.27,1.35,285.62,0,Active
14013924,Man,300,38.528,45,298.04,3.98,302.02,0,Active
14013927,Woman,300,53.1416666666667,0,25.51,0.01,25.52,0,Active
14013928,Woman,300,291.8,45,291.8,4,295.8,0,Active
14013930,Man,600,137.67,90,598.88,8.55,630.59,0,Active
14013936,Man,300,0,0,0,0,0,0,Active
14013943,Woman,300,86.1475,45,299.69,4.45,317.51,0,Active
14013949,Man,500,985.4,75,416.93,0,416.93,0,Active
14013954,Man,300,60.81,45,234.12,2.55,236.68,0,Active
14013981,Man,300,0,0,0,0,0,0,Active
14013986,Woman,400,0,0,0,0,0,0,Active
14013987,Woman,400,132.033333333333,60,396.1,5.17,401.27,0,Active
14013993,Man,300,45.8044444444444,45,215.83,0.11,215.94,0,Active
14013999,Man,300,85.1466666666667,45,157.38,0.08,157.46,0,Active
14014003,Woman,400,392.5,60,392.5,4.62,397.12,0,Active
14014011,Man,400,300,60,300,3.84,303.84,0,Active
14014013,Man,400,392.9,60,392.9,5.46,398.36,0,Active
14014021,Woman,400,36.0985714285714,60,252.69,2.41,255.1,0,Active
14014027,Man,400,395.35,60,395.8,0.21,396.01,0,Active
14014037,Man,500,189.8275,75,141.06,0,141.06,0,Blocked by Customer
14014043,Man,400,44.9890243902439,1.1,0,0,0,0,Active
14014050,Man,500,122.39,75,489.56,3.91,493.47,0,Active
14014052,Man,400,145.52,60,145.52,0.16,145.68,0,Active
14014069,Woman,300,38.528,45,298.96,4.61,303.57,0,Active
14014072,Man,300,150,45,300,3.72,303.72,0,Active
14014073,Man,600,146.75,90,587,3.97,590.97,0,Active
14014080,Woman,500,0,0,0,0,0,0,Active
14014084,Woman,300,47.5484615384615,0,292.5,0.16,292.66,0,Active
14014086,Man,600,0,0,0,0,0,0,Active
14014091,Woman,400,99.8975,60,399.59,4.67,404.26,0,Active
14014092,Man,400,23.0381818181818,60,0,0,0,0,Active
14014103,Man,300,11.4230769230769,45,297,2.21,299.21,0,Active
14014104,Man,300,149.81,45,299.62,3.84,303.46,0,Active
14014105,Man,400,84.25,60,337,1.17,338.17,0,Active
14014122,Man,300,0,0,0,0,0,0,Active
14014128,Woman,300,98.0833333333333,45,294.25,3.2,297.45,0,Active
14014129,Woman,300,0,0,0,0,0,0,Active
14014136,Man,300,27.516,45,295.17,2.18,297.35,0,Active
14014137,Woman,300,22.2892857142857,45,293.35,1.24,294.59,0,Active
14014138,Woman,300,100.86,45,298.9,0.17,299.07,0,Active
14014139,Man,300,16.6145454545455,45,296.85,2.24,299.09,0,Active
14014144,Man,400,71.6475,0,0,0,0,0,Active
14014160,Man,500,69.7716666666667,75,418.63,1.13,419.76,0,Active
14014162,Man,600,42.805,90,0,0,0,0,Active
14014167,Man,300,0,0,0,0,0,0,Active
14014168,Man,400,0,0,0,0,0,0,Active
14014170,Woman,400,102.5,0,0,0,0,0,Active
14014175,Man,300,298.7,45,298.7,3.04,301.74,0,Active
14014182,Man,300,13.865,45,281.62,0.77,282.39,0,Active
14014187,Man,300,77.45,0,0,0,0,0,Active
14014193,Woman,300,98.9133333333333,45,296.74,2.48,299.22,0,Active
14014194,Man,500,11.736875,75,282.31,0,282.31,0,Active
14014196,Man,500,0,0,0,0,0,0,Active
14014203,Man,400,38.7845454545455,60,382.33,1.63,383.96,0,Active
14014220,Woman,300,36.855,45,176.37,0.76,177.13,0,Active
14014225,Woman,300,49.9033333333333,0,0,0,0,0,Active
14014234,Woman,300,152.9,45,108.54,0,108.54,0,Active
14014237,Man,300,59.93,45,299.65,0.74,300.39,0,Active
14014241,Man,300,134.233333333333,45,300,2.35,302.35,0,Active
14014247,Man,400,28.61,0,118.35,0.06,118.41,0,Active
14014250,Man,400,60.236,60,242.19,0,242.19,0,Active
14014251,Man,400,22.29,60,398.72,1.85,400.57,0,Active
14014253,Man,700,0,0,0,0,0,0,Active
14014262,Man,300,148.925,45,297.85,1.92,299.77,0,Active
14014277,Man,300,0,0,0,0,0,0,Active
14014283,Woman,600,0,0,0,0,0,0,Active
14014293,Woman,300,0,0,0,0,0,0,Active
14014295,Woman,400,85.8,60,85.8,0.3,86.1,0,Active
14014299,Woman,400,382.5,60,103.55,0.18,103.73,0,Active
14014301,Woman,400,63.2833333333333,60,189.85,0.45,190.3,0,Active
14014303,Man,400,16.7014285714286,60,233.82,0.53,234.35,0,Active
14014309,Man,500,81.83,75,490.98,1.35,492.33,0,Active
14014312,Man,300,28.2366666666667,45,84.7,0.25,84.95,0,Active
14014313,Woman,400,0,0,0,0,0,0,Active
14014314,Man,400,199.875,60,399.75,1.94,401.69,0,Active
14014317,Man,400,0,0,0,0,0,0,Active
14014327,Man,500,291.25,75,480,1.27,481.27,0,Active
14014328,Man,400,0,0,0,0,0,0,Active
14014329,Man,300,72.2233333333333,45,216.67,0.12,216.79,0,Active
14014336,Woman,300,19.4418181818182,45,213.86,0.67,214.53,0,Active
14014337,Woman,300,272.95,0,272.95,0.15,273.1,0,Active
14014343,Woman,400,302.7,60,302.7,0.48,303.18,0,Active
14014346,Man,300,0,0,0,0,0,0,Active
14014356,Man,500,0,0,0,0,0,0,Active
14014387,Man,400,0,0,0,0,0,0,Active
