CID,Gender,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Card Status
14013282,Man,300,65.28,45,298.85,2.72,301.57,0,Active
14013289,Woman,400,35.7621428571429,60,390.94,6.94,500.75,28,Blocked by The company
14013292,Man,300,32.9678571428571,45,296.04,1.37,297.41,0,Active
14013300,Woman,400,14.3706451612903,60,387.44,12.21,472.28,0,Blocked by Customer
14013312,Woman,400,199.066666666667,0,0,0,0,0,Active
14013314,Man,400,39.26,0,0,0,-9.89,0,Active
14013319,Woman,500,22.7364285714286,75,494.33,14.92,512.25,0,Active
14013320,Woman,300,272.5,45,295.4,5.59,435.55,56,Blocked by The company
14013329,Man,300,34.205,45,299,9.21,333.37,0,Blocked By Cardissuer
14013334,Woman,600,65.288,0,0,0,0,0,Active
14013342,Man,400,67.4066666666667,0,0,0,0,0,Active
14013347,Man,300,37.5233333333333,45,294.13,9.23,319.15,0,Active
14013352,Man,300,19.3325,45,298.86,4.76,326.5,0,Active
14013353,Man,300,31.8005,45,291.72,4.88,327.85,0,Active
14013354,Man,300,59.5633333333333,45,270.46,0,270.46,0,Active
14013360,Man,500,99.914,75,499.57,12.25,699.04,56,Blocked by The company
14013361,Man,300,24.3066666666667,45,291.68,10.88,394.48,28,Blocked by The company
14013364,Man,400,21.5142857142857,60,392.88,10.16,405.05,0,Active
14013367,Man,300,56.615,45,294.99,9.05,316.81,0,Active
14013372,Man,300,172.5,45,289.48,4.89,323.99,0,Active
14013376,Woman,600,46.3225,90,583.51,0,583.51,0,Active
14012710,Woman,300,27.0155555555556,45,298.14,16.98,484.24,87,Blocked by The company
14012714,Man,300,162.725,45,0,0,0,0,Active
14012719,Woman,300,90.78,45,294.06,19.62,482,87,Blocked by The company
14012720,Woman,300,63.0042105263158,45,0,0,0,0,Active
14012731,Man,300,62.9111111111111,45,298.61,5.54,304.15,0,Active
14012735,Woman,300,31.6675,45,285.45,8.84,294.29,0,Active
14012738,Man,300,21.508125,45,299.73,20.39,489.56,87,Blocked by The company
14012740,Woman,500,159.563333333333,75,478.69,49.08,702.7,56,Blocked by The company
14012746,Woman,300,99.8066666666667,45,240.05,8.98,273.04,0,Active
14012748,Woman,300,40.7125,45,281.54,18.65,418,56,Blocked by The company
14012760,Woman,300,53.844,45,96.27,3.9,112.69,0,Active
14012764,Woman,300,53.3058333333333,45,299.18,3.87,303.05,0,Active
14012769,Man,400,32.5003846153846,60,380.9,12.73,400.78,0,Active
14012770,Man,300,36.8342857142857,45,298.84,18.87,486.97,87,Blocked by The company
14012774,Man,400,16.6411111111111,60,225.62,4.43,230.05,0,Active
14012775,Man,300,300,45,238.57,0,238.57,0,Active
14012777,Woman,400,52.3383333333333,0,0,0,0,0,Active
14012780,Woman,300,292.95,0,0,0,0,0,Active
14012781,Woman,300,12.75875,0,0,0,0,0,Active
14012801,Man,300,42.872,45,300,0.36,300.36,0,Active
14012805,Man,300,84.875,45,289.82,20.27,322,0,Active
14012806,Man,300,26.6494285714286,45,299.71,11,337.08,0,Active
14012808,Woman,300,24.9,45,298.8,21.58,489.64,87,Blocked by The company
14012814,Man,500,51.9371428571429,0,0,0,0,0,Active
14012832,Woman,400,152.013333333333,0,0,0,0,0,Active
14012853,Man,300,72.77375,0,0,0,-0.08,0,Blocked by Customer
14012855,Woman,300,20.7955,45,295.67,10.64,334.58,0,Active
14012859,Woman,300,0,0,0,0,0,0,Active
14012863,Man,300,26.5578947368421,45,276,9.21,285.21,0,Active
14012865,Man,400,16.9391780821918,60,396.04,0.48,396.52,0,Active
14012867,Man,300,29.99175,45,299.21,9.22,308.43,0,Active
14012869,Woman,300,140.795,45,281.04,27.18,317.42,0,Active
14012872,Man,500,74.3776470588235,75,494.96,13.91,508.87,0,Active
14012881,Man,300,31.8242857142857,45,296.04,9.08,305.12,0,Active
14012882,Woman,300,25.0366666666667,42.75,42.05,0.7,42.75,0,Active
14012884,Woman,500,242.5,0,0,0,0,0,Active
14012899,Man,300,11.0825,45,284.81,13.27,326.4,0,Active
14012901,Woman,300,297,45,243.35,9,276.69,0,Active
14012907,Man,400,71.1865217391304,60,398.5,12.89,411.39,0,Active
14012913,Woman,300,33.3195454545454,45,294.51,4.45,300.7,0,Active
14012921,Man,300,29.9425,45,297.37,10.99,335.96,0,Active
14012922,Woman,300,59.712,0,0,0,0,0,Active
14012925,Woman,300,21.38625,45,299.96,31.65,428.23,28,Blocked by The company
14012932,Woman,300,11.6014285714286,45,297.79,11.04,336,0,Active
14012938,Woman,300,49.3833333333333,45,296.3,14.88,479.94,87,Blocked by The company
14012945,Man,300,108.79625,45,292.48,20.1,324.83,0,Active
14012947,Woman,300,42.115,45,295.16,29.77,371.74,0,Active
14012948,Man,400,137.53,0,0,0,0,0,Active
14012953,Man,300,29.3054166666667,45,235.45,0.28,235.73,0,Active
14012956,Man,300,16.736,45,299.18,19.17,402.27,28,Blocked by The company
14012957,Man,300,299.49,45,299.49,3.6,303.09,0,Active
14012965,Man,300,20.8207142857143,45,244.93,8.98,277.94,0,Active
14012970,Woman,300,59.399375,45,298.17,2.92,301.09,0,Active
14012974,Woman,300,21.8366666666667,45,299.69,31.78,388.99,0,Active
14012977,Man,400,0,0,0,0,0,0,Stolen
14012979,Woman,300,38.6925,0,0,0,0,0,Active
14012987,Man,300,20.72,45,299.94,10.73,337.73,0,Active
14012992,Man,400,40.0214285714286,0,0,0,0,0,Active
14012996,Man,500,70.7142857142857,75,495,29.23,627.73,28,Blocked by The company
14012997,Woman,300,14.2833333333333,45,299.95,16,436.65,56,Blocked by The company
14012998,Man,600,37.6594117647059,1.24,1.24,0,1.24,0,Active
14013000,Man,400,133.166666666667,60,399.5,22.56,613.11,87,Blocked by The company
14013001,Woman,300,81.4933333333333,45,244.48,12.8,366.34,56,Blocked by The company
14013014,Woman,300,33.3390909090909,45,299.33,18.62,320.9,0,Active
14013015,Man,300,21.2213333333333,45,295.35,11.82,307.17,0,Active
14013024,Woman,300,16.3347619047619,45,297.74,11.11,337.71,0,Active
14013025,Woman,400,22.4632142857143,60,386.39,11.62,398.01,0,Active
14013028,Woman,300,74.355,45,295.01,8.75,303.76,0,Active
14013033,Man,300,114.04,45,297.93,20.86,457.23,56,Blocked by The company
14013037,Woman,300,34.8083333333333,0,0,0,0,0,Active
14013038,Man,400,23.9536842105263,60,398.89,42.67,541.92,0,Blocked by Customer
14013045,Man,300,42.3,45,296.1,22.29,438.31,56,Blocked by The company
14013048,Woman,300,29.5791666666667,45,267.11,8.76,299.28,0,Active
14013049,Man,300,98.8966666666667,45,296.69,13.25,414.71,56,Blocked by The company
14013064,Man,300,50.129,45,295.84,27.22,406.64,28,Blocked by The company
14013067,Man,300,36.5911111111111,45,296.63,9.36,305.99,0,Active
14013073,Man,300,0,0,264.85,15.99,361.33,28,Blocked by The company
14013078,Man,300,24.288,45,295.13,2.45,297.58,0,Active
14013080,Man,400,129.331333333333,60,390,11.41,401.41,0,Active
14013081,Woman,300,19.1288888888889,45,160.17,6.26,230.78,28,Blocked by The company
14013083,Man,300,35.426,45,288.16,20.35,426.85,56,Blocked by The company
14013084,Woman,300,66.782,45,290.18,8.4,298.58,0,Active
14013089,Man,500,154.6425,75,436.2,7.42,498.15,0,Active
14013301,Man,500,84.9122222222222,0,0,0,0,0,Active
14013307,Woman,400,43.1191428571429,60,399.77,3.24,403.01,0,Active
14013309,Man,300,20.6382352941176,45,298.9,4.91,339.55,0,Active
14013316,Man,400,261.6,60,399.73,5.72,405.45,0,Active
14013322,Man,500,55.178,75,430.82,7.14,491.81,0,Active
14013327,Man,400,0,0,0,0,0,0,Active
14013331,Man,400,39.9676923076923,60,398.54,6.62,447.4,0,Active
14013335,Woman,300,101.51375,45,297.22,4.02,301.24,0,Active
14013336,Woman,500,62.5411111111111,75,474.92,8.04,542.33,0,Blocked By Cardissuer
14013337,Man,400,256.033333333333,60,399.13,5.47,444.15,0,Active
14013339,Man,500,0,0,0,0,0,0,Active
14013341,Woman,300,43.2616666666667,45,236.03,1.04,237.07,0,Active
14013344,Man,400,20.6372,60,391.2,4.63,395.83,0,Active
14013346,Man,300,26.3226315789474,0,0,0,0,0,Active
14013351,Woman,400,116.25,60,398.55,10.14,569.84,56,Blocked by The company
14013356,Man,400,22.532,60,399.47,5.56,405.03,0,Active
14013359,Man,400,150.133333333333,60,395.8,6.47,445.16,0,Active
14013363,Man,600,48.1572,90,501.68,3.74,505.42,0,Active
14013365,Man,400,32.0487719298246,60,397.93,1.33,399.26,0,Active
14013366,Man,300,41.5376923076923,45,224.99,1.52,226.51,0,Active
14013385,Woman,400,29.4169230769231,60,361.02,3.13,364.15,0,Active
14013386,Man,500,34.1105882352941,75,468.8,6.23,475.03,0,Active
14013394,Man,600,26.7330882352941,0,0,0,0,0,Active
14013398,Man,300,102.95,0,0,0,-3.79,0,Active
14013409,Woman,300,32.0665,45,162.66,0.11,162.77,0,Active
14013421,Man,300,36.3545161290323,45,299.96,4.64,304.6,0,Active
14013426,Woman,400,95.2872727272727,60,386.62,4.45,391.07,0,Active
14013427,Man,500,0,0,0,0,0,0,Active
14013435,Man,300,16.0617948717949,45,143.15,0.95,144.1,0,Active
14013439,Woman,500,54.254,75,0,0,0,0,Active
14013441,Man,400,17.0701785714286,60,398.49,5.43,403.92,0,Active
14013442,Man,300,98.1666666666667,45,294.5,6.51,435.33,56,Blocked by The company
14013443,Woman,300,0,0,0,0,0,0,Active
14013450,Woman,500,172.95,75,345.9,1.64,347.54,0,Active
14013453,Man,300,51.3166666666667,45,291.29,4.14,295.43,0,Active
14013458,Man,300,400,45,297.5,6.72,439.3,56,Blocked by The company
14013464,Woman,400,25.3436842105263,60,391.65,0,391.65,0,Active
14013470,Woman,300,24.6658823529412,45,299.58,4.78,332.03,0,Active
14013471,Man,400,20.7468,60,394.46,6.38,439.27,0,Active
14013473,Man,300,25.1845833333333,5.5,5.5,0,5.5,0,Active
14013476,Man,300,38.0066666666667,0,0,0,0,0,Active
14013477,Man,300,15.6295833333333,45,297.6,4.69,333.16,0,Active
14013493,Woman,300,10.2211111111111,45,299.71,4.9,339.19,0,Active
14013494,Woman,300,36.5090909090909,45,288.86,0,288.86,0,Active
14013495,Man,400,30.548,60,398.35,11.97,526.87,28,Blocked by The company
14013496,Man,400,50.1691666666667,60,398.74,6.56,405.3,0,Active
14013497,Man,400,187.95,60,375.9,7.45,538.57,56,Blocked by The company
14013499,Man,400,25.2857894736842,60,399.53,11.96,515.43,28,Blocked by The company
14013503,Man,500,34.3102325581395,75,498.01,3.89,501.9,0,Active
14013504,Man,300,24.18,45,297.56,4.72,334.35,0,Active
14013506,Man,600,36.5204761904762,90,437.18,7.28,488.14,0,Active
14013512,Woman,300,31.0922222222222,45,292.8,0.16,292.96,0,Active
14013515,Man,400,276.5,60,392.56,0.21,392.77,0,Active
14013518,Woman,300,37.6207692307692,45,297.02,4.86,319.34,0,Active
14013519,Man,500,492.5,75,423.71,7.12,483.79,0,Active
14013523,Man,400,150,0,0,0,0,0,Active
14013525,Woman,300,8.3025,45,166.05,0.64,166.69,0,Active
14013533,Woman,300,33.4109090909091,0,0,0,0,0,Active
14013540,Woman,400,22.162,60,113.94,0,113.94,0,Active
14013560,Woman,400,216.95,60,382.95,1.26,384.21,0,Active
14013578,Woman,600,38.47,90,288.77,0.01,288.78,0,Active
14013579,Woman,400,132.74,0,0,0,0,0,Blocked by The company
14013590,Man,500,25.5120930232558,0,0,0,0,0,Active
14013592,Man,400,62.13,0,0,0,-15.88,0,Active
14013594,Man,600,282.475,90,553.4,8.4,561.91,0,Active
14013603,Man,400,99.4125,60,342.39,5.6,390.79,0,Active
14013604,Woman,300,56.35,45,281.75,7.78,378.75,28,Blocked by The company
14013606,Woman,300,47.6211764705882,0,29,0.02,29.02,0,Active
14013611,Man,400,202.6,0,0,0,0,0,Active
14013613,Woman,400,100.765,60,399.79,5.61,405.4,0,Blocked By Cardissuer
14013619,Woman,300,0,0,0,0,0,0,Active
14013623,Man,400,66.1583333333333,60,394.8,2.79,397.59,0,Active
14013635,Man,400,26.1826666666667,60,390.68,5.25,395.93,0,Active
14013636,Man,400,23.9752631578947,60,399.56,6.75,449.28,0,Active
14013638,Man,400,50.3877777777778,60,397.02,6.38,445.85,0,Active
14013380,Man,300,57.9357142857143,45,278.55,4.51,314.36,0,Active
14013387,Woman,400,46.48125,60,371.85,8.11,534.16,56,Blocked by The company
14013390,Woman,400,120.126,60,397.68,1.97,399.65,0,Active
14013393,Man,300,137.362857142857,45,291.22,0.81,292.03,0,Active
14013402,Woman,300,167.7,45,284.36,0,284.36,0,Active
14013403,Man,400,248.196666666667,60,392.79,7.92,557.8,56,Blocked by The company
14013411,Man,400,209.758333333333,60,365.8,0.28,366.08,0,Active
14013415,Man,300,73.2375,45,290.41,4.16,294.57,0,Active
14013418,Man,400,53.3933333333333,60,389.26,0,389.26,0,Active
14013424,Man,300,44.5373333333333,45,296.02,4.45,300.47,0,Active
14013430,Man,500,0,0,0,0,0,0,Active
14013436,Woman,400,240,0,0,0,0,0,Active
14013451,Woman,400,34.7933333333333,60,366.66,0,366.66,0,Active
14013452,Woman,400,15.3993617021277,60,397.15,5.4,429.27,0,Active
14013457,Man,400,23.2273333333333,60,399.21,2.66,401.87,0,Active
14013460,Man,300,25.76,45,128.8,2.57,222.65,56,Blocked by The company
14013463,Man,300,0,0,0,0,0,0,Active
14013467,Woman,300,48.53,45,291.18,2.17,293.35,0,Active
14013478,Man,400,45.0982352941177,60,392.41,5.05,397.46,0,Active
14013482,Woman,300,43.245,45,299.11,4.88,336.08,0,Active
14013484,Man,300,27.8042857142857,45,125.36,1.43,126.79,0,Active
14013485,Man,600,223.641666666667,90,558.66,6.02,564.68,0,Active
14013489,Man,500,130.695,75,481.8,0,481.8,0,Active
14013507,Man,400,83.1128571428571,60,399.82,5.62,405.44,0,Active
14013510,Man,500,70.0227272727273,75,497.81,8.24,554.03,0,Active
14013522,Woman,500,119.775,75,479.1,14.84,493.94,0,Active
14013524,Man,400,26.1635,0,0,0,0,0,Active
14013528,Woman,500,40.5621428571429,75,494.81,7.12,532.53,0,Active
14013537,Man,300,18.2627586206897,45,298.91,0.32,299.23,0,Active
14013544,Woman,300,42.545,45,298.15,2.72,300.87,0,Active
14013555,Woman,300,104.972,45,271.41,0,271.41,0,Active
14013557,Man,300,48.4041176470588,45,253.52,0,253.52,0,Active
14013558,Man,500,0,0,0,0,0,0,Active
14013563,Woman,400,110.124,0.52,153.32,0.08,153.4,0,Active
14013564,Woman,300,33.849,45,284.56,0.15,284.71,0,Active
14013565,Man,400,42.4555,60,398.73,2.09,400.82,0,Active
14013572,Woman,300,300,45,62.56,0.06,62.62,0,Active
14013582,Man,400,21.5719565217391,0,19.82,0.01,19.83,0,Active
14013583,Woman,300,19.2260606060606,45,297.35,3.93,301.28,0,Active
14013607,Man,400,46.645,60,238.29,3.06,241.35,0,Active
14013610,Man,300,30.028,45,299.96,5.77,326.66,0,Active
14013615,Man,300,29.5928571428571,45,297.8,3.77,301.57,0,Active
14013620,Man,300,55.340625,45,298.16,4.38,302.54,0,Active
14013621,Man,500,81.6333333333333,75,244.9,1.4,246.3,0,Active
14013622,Woman,400,19.0595833333333,60,399.64,6.43,448.69,0,Active
14013627,Woman,400,49.1614285714286,60,391.99,5.99,397.98,0,Active
14013628,Woman,400,17.5712121212121,60,223.93,0.03,223.96,0,Active
14013632,Man,300,0,0,0,0,0,0,Active
14013645,Man,400,56.0675,0,0,0,0,0,Active
14013647,Man,400,0,0,0,0,0,0,Active
14013655,Man,400,24.4863157894737,60,397.57,5.3,434.54,0,Active
14013662,Man,500,0,0,0,0,0,0,Active
14013668,Woman,300,22.8748387096774,3.3,3.3,0,3.3,0,Active
14013674,Woman,300,13.0304347826087,45,299.7,7.61,398.77,28,Blocked by The company
14013678,Man,300,35.908,45,60,0.03,60.03,0,Active
14013681,Woman,400,26.135,0,0,0,-0.84,0,Active
14013683,Woman,400,20.6157894736842,18.19,0,0,0,0,Active
14013693,Man,400,85.85,0,0,0,0,0,Active
14013696,Woman,400,145.431818181818,0,0,0,0,0,Active
14013703,Man,300,27.5395,4.39,41.9,0.02,41.92,0,Active
14013704,Woman,300,18.3002631578947,45,297.72,2.12,299.84,0,Active
14013710,Woman,400,16.8777777777778,60,398.54,6.42,447.5,0,Active
14013711,Woman,300,60.525,45,77.26,1.25,88.17,0,Active
14013715,Woman,500,9.34578947368421,75,177.57,1.18,178.75,0,Active
14013724,Man,300,12.48,45,296.48,4.16,300.64,0,Active
14013736,Man,600,68.242,90,597.41,9.28,670.89,0,Active
14013738,Man,400,26.4425,0,42.07,0.02,42.09,0,Active
14013747,Man,500,122.685,75,499.85,1.89,501.74,0,Active
14013752,Woman,400,38.0857142857143,60,399.98,6.5,406.48,0,Active
14013763,Woman,400,200,60,400,10.96,514.96,28,Blocked by The company
14013770,Man,400,400,60,400,10.1,514.1,28,Blocked by The company
14013772,Man,300,59.48,45,253.61,0,253.61,0,Active
14013775,Man,700,0,0,0,0,0,0,Active
14013779,Woman,300,98.826,45,212.94,1.73,214.67,0,Active
14013784,Man,300,114.1,45,294.06,5.25,390.07,28,Blocked by The company
14013101,Man,300,42.8314285714286,45,299.82,13.07,467.65,87,Blocked by The company
14013109,Man,400,102.7,0,0,0,0,0,Active
14013113,Woman,400,22.6354166666667,60,383.08,0,383.08,0,Active
14013116,Man,400,41.1666666666667,60,123.5,0.91,124.41,0,Active
14013124,Man,500,0,0,0,0,0,0,Active
14013132,Man,400,60.8992307692308,0,395,0.21,395.21,0,Active
14013133,Man,400,0,0,0,0,0,0,Active
14013138,Man,300,47.9744444444445,45,298.91,1.41,300.32,0,Active
14013148,Woman,600,42.795,90,441.9,6.81,493.57,0,Active
14013149,Man,300,292.95,45,292.95,19.12,395.37,28,Blocked by The company
14013151,Woman,400,0,0,0,0,0,0,Active
14013158,Man,300,74.8875,45,295.7,8.83,439.15,56,Blocked by The company
14013162,Man,400,100.715833333333,60,399.5,6.56,406.06,0,Active
14013166,Man,300,134.683333333333,45,111.1,0.82,111.92,0,Active
14013170,Man,300,8.07857142857143,0,0,0,0,0,Active
14013171,Man,300,16.4263157894737,45,299.4,9.44,444.4,56,Blocked by The company
14013174,Woman,300,151.605,45,296.02,8.27,305.01,0,Active
14013180,Man,300,149.927777777778,45,298.55,5.88,439.77,56,Blocked by The company
14013181,Man,400,23.4008823529412,60,399.91,6.12,406.03,0,Active
14013184,Woman,500,208.6,75,472.63,7.63,533,0,Active
14013189,Woman,300,95.5466666666667,45,286.64,3.37,290.01,0,Active
14013190,Man,300,91.374,0,287.98,0.16,288.14,0,Active
14013194,Man,600,44.996052631579,90,594.73,8.23,602.96,0,Active
14013203,Man,500,140.262857142857,75,485.4,6.5,491.9,0,Active
14013208,Woman,300,59.389,45,298.02,4.89,302.91,0,Active
14013209,Man,300,25.685,0,0,0,0,0,Blocked by Customer
14013224,Woman,600,99.9533333333333,90,599.21,17.95,830.36,56,Blocked by The company
14013225,Man,400,22.4966666666667,60,386.19,6.4,434.63,0,Active
14013237,Woman,300,26.3175,45,299.18,3.85,303.03,0,Active
14013238,Woman,400,24.8419230769231,60,391.42,5.6,397.02,0,Active
14013244,Woman,400,61.8772727272727,60,331.3,4.42,335.72,0,Active
14013250,Woman,300,15.0685714285714,45,296.9,4.82,334.95,0,Active
14013252,Woman,300,33.2922222222222,45,299.63,8,443.23,56,Blocked by The company
14013256,Man,300,49.8028571428571,0,0,0,0,0,Active
14013259,Woman,500,54.1596296296296,75,499.66,7.05,508.84,0,Active
14013268,Woman,500,55.2855555555556,75,497.57,10.9,695.19,56,Blocked by The company
14013270,Woman,400,107.644444444444,60,397.5,6.07,431.65,0,Active
14013271,Woman,400,35.5883333333333,0,28.87,0.02,28.89,0,Active
14013281,Man,300,28.3527272727273,45,298.08,8.64,397.98,28,Blocked by The company
14013286,Man,300,21.8563333333333,45,0,0,0,0,Active
14013291,Man,500,214.425,0,0,0,0,0,Active
14013294,Man,600,33.395,13.46,13.45,0.01,13.46,0,Active
14013296,Man,300,54.1426086956522,45,233.92,0.02,233.94,0,Active
14013298,Man,400,10.1815555555556,60,400,12.64,445.95,0,Active
14013302,Man,500,2.5,16.65,16.5,0.15,16.65,0,Active
14013303,Man,600,51.765,0,0,0,0,0,Active
14013311,Man,600,43.3721428571429,90,536.39,15.74,711.54,28,Blocked by The company
14013323,Woman,400,43.5515384615385,60,309.78,0,309.78,0,Active
14013324,Woman,300,17.2772222222222,45,262.05,3.08,265.13,0,Active
14013328,Man,500,259.65,75,499.4,8.1,507.5,0,Active
14013330,Man,400,39.8473333333333,60,390.07,6.16,396.23,0,Active
14013332,Man,300,39.525,45,298.93,4.94,340.11,0,Active
14013333,Man,400,38.745,60,387.45,9,554.82,56,Blocked by The company
14013340,Woman,400,54.5233333333333,60,92.83,0.51,93.34,0,Active
14013345,Man,300,35.9169444444444,9.36,0,0,0,0,Active
14013355,Man,400,61.493,60,396.91,2.06,398.97,0,Active
14013375,Woman,300,148.655,45,294.35,4.42,298.77,0,Blocked by Customer
14013383,Man,500,103.021818181818,0,55.65,0.03,55.68,0,Active
14013388,Man,500,33.8481818181818,75,493.59,8.26,562.49,0,Active
14013392,Woman,300,22.85,45,299.38,0.32,299.7,0,Active
14013397,Man,300,26.9936363636364,45,243.16,1.07,244.23,0,Active
14013399,Woman,300,17.1385,45,299.73,9.42,374.58,0,Active
14013410,Woman,400,35.8554545454546,60,394.41,8.7,563.22,56,Blocked by The company
14013416,Man,300,19.305,45,290.08,0.32,290.4,0,Active
14013419,Man,300,40.036,45,293.32,4.9,330.51,0,Active
14013420,Woman,400,19.5356,60,397.39,6.44,449.21,0,Active
14013422,Woman,300,30.6147826086956,45,299.06,4.46,303.52,0,Active
14013429,Man,300,149.345,45,298.69,7.06,441.13,56,Blocked by The company
14013431,Woman,500,159.55,75,478.65,9.69,667.35,56,Blocked by The company
14013434,Man,300,31.05,45,299.37,4.53,336.01,0,Active
14013437,Man,300,46.05625,45,295.75,4.94,336.42,0,Active
14013445,Man,300,27.6655555555556,45,0,0,0,0,Active
14013454,Man,300,31.7122222222222,45,299.88,4.46,330.28,0,Active
14013459,Woman,500,98.984,75,479.64,8.06,547.66,0,Active
14013466,Woman,300,292.9,45,298.36,9.45,399.11,28,Blocked by The company
14013639,Man,500,247.5,75,495,7.45,502.45,0,Active
14013656,Woman,300,38.2978846153846,45,227.15,0.14,256.29,0,Active
14013669,Woman,500,35.3475,75,493.84,7.29,549.61,0,Active
14013682,Man,300,189.133333333333,45,256.57,0.14,256.71,0,Active
14013685,Woman,500,30.4888888888889,75,274.4,1.27,275.67,0,Active
14013688,Man,500,249.35,75,494.77,7.02,501.79,0,Active
14013694,Man,400,28.732,60,255.39,2.97,258.36,0,Active
14013697,Woman,300,28.85625,45,178.23,2.53,186.6,0,Active
14013701,Woman,300,27.9666666666667,0,0,0,0,0,Active
14013706,Man,300,24.32625,45,296.53,4.86,332.7,0,Active
14013709,Man,300,20.667,45,298.78,3.06,301.84,0,Active
14013713,Man,700,75.5265,0.76,302.7,0.16,302.86,0,Active
14013716,Woman,300,14.0004761904762,45,299.66,7.01,398.13,28,Blocked by The company
14013722,Man,400,188.425,60,319.29,5.28,364.48,0,Active
14013732,Man,300,43.6455555555555,0,50.77,0.03,50.8,0,Active
14013735,Woman,300,32.12375,45,299.89,7.19,398.57,28,Blocked by The company
14013739,Man,500,11.9,22.26,21.99,0.27,22.26,0,Active
14013740,Woman,300,60.3890909090909,45,299.7,3.54,303.24,0,Active
14013746,Woman,500,51.9163636363636,75,496.83,8.11,555.23,0,Active
14013748,Man,400,0,0,0,0,0,0,Active
14013749,Man,400,133.18,60,399.54,10.1,513.58,28,Blocked by The company
14013754,Woman,300,129.5875,45,254.5,2.53,257.03,0,Active
14013756,Man,300,23.3947058823529,45,296.36,3.52,299.88,0,Active
14013758,Man,300,300,45,300,6.89,398.39,28,Blocked by The company
14013778,Man,400,74.0766666666667,60,362.04,0.2,362.24,0,Active
14013788,Woman,500,31.13375,75,498.14,10.38,624.79,28,Blocked by The company
14013795,Woman,300,23.8276923076923,45,4.07,0,4.07,0,Active
14013796,Man,400,73.945,60,385.52,6.28,432.54,0,Active
14013800,Man,400,30.7623076923077,60,397.76,5.04,402.8,0,Active
14013802,Woman,300,99.1455555555555,45,185.84,0.1,185.94,0,Active
14013832,Man,300,199.66,45,252.82,0,252.82,0,Active
14013838,Woman,400,392,60,392,6.51,398.51,0,Active
14013839,Man,500,10,0,0,0,0,0,Active
14013849,Woman,300,19.1915384615385,45,249.49,2.02,251.51,0,Active
14013852,Woman,400,56.84,60,397.88,4.29,402.17,0,Active
14013865,Man,700,50.537,105,697.02,10.38,742.27,0,Active
14013867,Man,400,22.2315,60,399.63,8.11,407.74,0,Active
14013874,Woman,600,44.175,89.35,0,0,0,0,Active
14013889,Woman,400,35.2307692307692,60,399.13,6.09,432.42,0,Active
14013893,Man,300,300,45,300,4.32,304.32,0,Active
14013902,Man,400,18.8179166666667,60,391.39,6.39,436.4,0,Stolen
14013905,Man,300,25,45,300,4.33,304.33,0,Active
14013913,Woman,300,37.14125,45,297.13,5.63,393.9,28,Blocked by The company
14013918,Woman,300,23.0176,45,298.22,3.51,301.73,0,Active
14013929,Man,300,44.74,45,299.96,4.78,304.74,0,Active
14013935,Man,700,360,0.38,692.5,0.37,692.87,0,Active
14013937,Woman,400,396.84,60,0.42,0,0.42,0,Active
14013945,Man,400,105.587142857143,60,396.82,4.41,401.23,0,Active
14013955,Man,400,178.428333333333,0,0,0,-0.02,0,Blocked by The company
14013956,Woman,300,20.5133333333333,45,299.68,2.36,302.04,0,Active
14013960,Woman,400,36.2575,60,189.29,0.02,189.31,0,Active
14013961,Man,400,132.5,60,397.5,5.38,402.88,0,Active
14013963,Woman,400,32.414,0,103.84,0.06,103.9,0,Active
14013965,Man,500,72.38,75,456.9,5.99,462.89,0,Active
14013967,Woman,300,43.4171428571428,45,280.53,3.04,283.57,0,Active
14013972,Man,300,25.9007692307692,45,294.21,3.21,297.42,0,Active
14013974,Woman,300,226.975,45,300,4.16,304.16,0,Active
14013996,Man,500,0,0,0,0,0,0,Active
14014004,Woman,400,27.0676595744681,0,399.63,0.22,399.85,0,Active
14014007,Woman,300,35.3928571428571,45,205.78,0,205.78,0,Active
14014012,Man,300,12.5695238095238,45,247.16,0.13,247.29,0,Active
14014014,Man,300,9.44666666666667,0,11.52,0.01,11.53,0,Active
14014019,Woman,600,152.6,0.08,0,0,0,0,Active
14014023,Man,300,74.95,45,299.8,4.54,304.34,0,Active
14014028,Woman,400,133.11,60,399.33,6.11,405.44,0,Active
14014032,Man,600,298.11,90,596.22,7.68,603.9,0,Active
14014042,Woman,300,13.408125,45,207.82,0,207.82,0,Active
14014046,Woman,300,0,0,0,0,0,0,Active
14014053,Man,400,80.1466666666667,0,261,0.14,261.14,0,Active
14014059,Man,400,0,0,0,0,0,0,Active
14014062,Man,300,179.46,45,65.7,0.16,65.86,0,Active
14014065,Woman,500,22.368,75,122.44,0.06,122.5,0,Active
14014066,Man,400,197.7,60,200.68,0,200.68,0,Active
14014067,Man,400,38.6315384615385,60,303.85,0,303.85,0,Active
14014075,Man,600,155.556666666667,0.25,0,0,0,0,Active
14013787,Man,400,32.2114285714286,0,0,0,0,0,Active
14013790,Man,400,50.33,60,395.63,6.03,443.15,0,Active
14013791,Man,500,83.845,75,0,0,0,0,Active
14013804,Man,400,0,0,0,0,0,0,Active
14013806,Man,400,110.51,60,397.5,4.83,402.33,0,Active
14013811,Woman,300,19.811875,45,272.25,3.94,300.51,0,Active
14013818,Man,300,29.994,45,299.94,4.46,304.4,0,Active
